Id,reviewId,country,ratingScore,productAsin,reviewTitle,reviewDescription
19,R1Y8XVNSVERZQ2,Canada,4,B09NMPD8V2,Box was damaged but everything is fine so far,"Building a gaming pc, everything is just fine except for the packaging."
20,R3AITECB451D9D,United States,4,B09NMPD8V2,Working efficiently,Assisted in solving the problems I had.
21,R3IXJ1WX2XM211,United States,4,B09NMPD8V2,Llegó en el tiempo faltó el disipador,Llegó a tiempo pero no me trajo el disipador con que enfrió el procesador no puedo hacerle pruebas para ver si está todo bien
22,RWJ68R2LEDDW0,United States,4,B09NMPD8V2,Great budget CPU,"Had for about a week now, and its a massive upgrade over my last processor. Good value for budget."
23,R2CRYJ4FXH40UF,India,1,B09MDFH5HY,Faulty product,Fan is not working faulty device.Suggest not to buy this from hereNo support help me 😞Very disappointed
24,R35F5ZQZD6ECVZ,India,1,B09MDFH5HY,I received used product.,"Don’t buy, there’re selling used and defective product."
25,R1F1GCPNT92PBP,India,1,B09MDFH5HY,Disappointing Experience with Defective i5 Processor,"I recently purchased an i5 processor from Amazon, and unfortunately, it turned out to be defective. Despite my efforts to seek assistance from Amazon, their customer support proved unhelpful, leaving me frustrated with my hard-earned money seemingly down the drain. Disappointed with both the product and the lack of support, I advise potential buyers to exercise caution when considering this purchase."
26,RI05ETWX097J6,France,1,B09MDFH5HY,Colis ouvert,J’ai reçu monColis ouvert avec le processeur manquant biensur c’est personne
27,R5AH4DR3C4ZKC,France,1,B09MDFH5HY,CPU qui ne fonctionne pas,"J'ai acheté ce processeur, neuf, et attendait de faire monter mon pc. Je reçois un message aujourd'hui pour me dire que le composant ne fonctionne pas, inadmissible"
28,R3O40RDRSRPHPB,Italy,1,B09MDFH5HY,Processore?,"Mi è arrivata la scatola con all’interno solamente la ventola, senza processore"
29,R1HC8A5ZZ2LPHB,Italy,1,B09MDFH5HY,Mi è arrivato senza processore all’interno,Dopo 1 settimana mi è arrivato tutto lo scatolo con ventola interna ma senza processore .Uno scandalo.
30,R2WZSA7W1M7177,United Kingdom,1,B09MDFH5HY,Part empty box,Disgusting! I bought this for my son for Xmas!! The seal is broken and only part of appliance in the box!! My sons Xmas is now ruined!!!
31,R1L822P94KDYQQ,United Kingdom,1,B09MDFH5HY,Product received in an open box with tamper proof seal broken,"Arrived in a ""not new"" condition in an open box with the tamper seal brokenThis was purchased as a new product"
32,R1Q5XU8RO79Q95,Belgium,1,B09MDFH5HY,Produit cassé,"J ai commander le cpu mais lorsqu’il est arrivé, une hélice du ventilateur était cassé."
33,R23BAJKPORPGT5,India,5,B09MDGKQLY,This is the best you'll get in this price range Thats it!,"If you would be building pc just for gaming and slight editing or coding here and there this is perfect and the cost is really low considering what performance it gives, this CPU is by no means a low end CPU dont go gentle with that price the intel 12100f can easily handle GPUs upto gtx3060 or rx6800. Just go for it and say no to ryzen in this price for gaming."
34,RN8O7JSN02M3M,India,5,B09MDGKQLY,Awesome,"This is one of the best cpu in budget if you only looking for gaming.For productivity it not worth buying then you should go for i5 12400fBut for gaming and light cpu workload it work like butter smooth.I have teated some games in it , you can check it on my YT channel R tech studio."
35,R2E2GHE4JRL992,India,5,B09MDGKQLY,Best in price when even compared to i5 10400f,Got this on sale for 7.26k.. Really enjoyed with processor. Heatsink fan provided looks good but sounds badly at peak usage. Replaced it with air cooler
36,R1LRT19F4H6KRV,Germany,5,B09MDGKQLY,Gute Lösung für low Budget Pc,Läuft bis jetzt stabil.
37,R1BSY06A9C99MJ,Spain,5,B09MDGKQLY,Bueno,"Muy fluido, con el entorno adecuado. Excelente relación precio prestaciones."
38,RPC0PBPBVESS5,United Kingdom,5,B09MDGKQLY,good cpu,all good works as should happy with purchase
39,R2YIAMYJJY2PSL,Italy,5,B09MDGKQLY,Ottimo processore,"mi sono imbattuto nel processore Intel Core i3-12100F e sono rimasto piacevolmente sorpreso dalla sua potenza e versatilità.Prima di tutto, devo sottolineare la fluidità delle prestazioni.Grazie alla sua architettura moderna e ai quattro core fisici, il i3-12100F gestisce senza problemi tutte le attività quotidiane, dalle sessioni di navigazione web alle sessioni di gioco più impegnative.Ho notato un netto miglioramento nelle prestazioni rispetto al mio vecchio processore, specialmente in applicazioni multithreading.Una delle cose che ho apprezzato di più è stata l'affidabilità.Il i3-12100F si è dimostrato stabile anche sotto carichi di lavoro intensi, senza surriscaldamenti e senza compromettere le prestazioni.Questo mi ha dato la tranquillità necessaria per concentrarmi sul mio lavoro senza dover preoccuparmi di improvvisi rallentamenti o crash del sistema inoltre, devo menzionare la sua efficienza energetica."
40,R2K8U8D3CFBH8K,France,5,B09MDGKQLY,Très bien,Dans la lignée des commentaires 4 et plus. Rien à redire. Je recommande.
41,R26SHKDN5JF6X0,Brazil,5,B09MDGKQLY,Muito bom eu aprovo,O vendedor está de parabéns eu amei
42,R1OT1VIMTPXV9O,United Kingdom,5,B09MDGKQLY,The price.,It's fantastic for its price range for a beginner build and how it performs well for a budget CPU.
43,R3EW2EBWHOZY0C,India,5,B09MDJDSGH,....!,Ultimate Performance
44,R210R0TOU0IAJ4,Germany,5,B09MDJDSGH,Funktioniert super,Funktioniert super
45,R21HGQGJR9JUQ3,Italy,5,B09MDJDSGH,Prestazioni,Cpu di elevatissime prestazioni con scheda grafica incorporata molto potente
46,R21184XCVUTYEH,Germany,5,B09MDJDSGH,Gut,Gut
47,RI59SW5IO7SXS,Spain,5,B09MDJDSGH,Prossesador i7-12700,Muito bom recomendo e entrega rapida.
48,R3AR3DH7VT8Q0E,France,5,B09MDJDSGH,Intel,Correspond à la photo et à la descriptionEmballage superbeProduit très correcte
49,R1F2LPUL6076G9,Spain,5,B09MDJDSGH,Rápido,"Nuevo formato, pero genial. El problema es Windows 11, no sé cuando va a despegar."
50,R33GE13TW4HR5D,United Kingdom,5,B09MDJDSGH,Fast enough for my needs,"Upgraded PC with mother board and graphics card, new board did not facilitate my older processor. Bought this as I considered it fast enough for my needs and at a reasonable price. All works great."
51,R2UPR46P0BK9RB,Germany,5,B09MDJDSGH,Use only 60w and is very good and powerful Intel Core.,One of the best computer processor.
52,R3SKMP3UFHGW54,Germany,5,B09MDJDSGH,Schnell und zuverlässig,Eine CPU die ich seit mehr als einem Jahr benutze und es auch die nächsten Jahre wohl noch tun werde. Außer durch Windows (wie auch immer?) hat sie noch nie annähernd hohe Auslastung in Spielen oder compiling erreicht.
53,R3F56AEYAD7M75,France,4,B09MDFH5HY,Processeur de haute qualité mais colis de mauvaise qualité,"Le processeur en lui même est parfait, on connaît Intel et sa 12ème génération qui est une aubaine pour les gamers mais le colis de ce vendeur a été fait n'importe comment, la boîte du processeur est arrivé toute abîmé"
54,R16WMF5IYRYJU0,Brazil,4,B09MDFH5HY,Processador parrudo,"Por ser um i5 de entrada dessa geração ele entrega tudo que preciso, gostei da velocidade e estabilidade dele"
55,R3T2KRVZZO9VGO,Spain,4,B09MDFH5HY,calidad,esta bien
56,R2DFYKPS5WGHLB,Italy,4,B09MDFH5HY,Dissipatore,"La CPU funziona egregiamente, esattamente come deve funzionare. E' mai possibile che il dissipatore in dotazione abbia 4 spinotti in plastica che la prima volta che si cerca di smontare si rompono? 4 belle viti di vecchio stile costavano troppo? A questo punto è meglio non avere il dissipatore, almeno lo si compra a parte."
57,R335V2MN6QG66V,Brazil,4,B09MDFH5HY,Custo Intel Beneficio,Custo beneficio melhor da intel para trabalhar
58,RZCFYEMX6G5PC,Spain,4,B09MDFH5HY,Correcto,Es procesador medio con el funcionamiento esperado. Se entregó precintado y correctamente (pongo lo del precintado porque últimamente debo recibir lo que todo el mundo devuelve). Puesto a funcionar sin problemas. Aún no hecho OC por lo que no puedo opinar al respecto
59,R13XL4TB496JM,France,4,B09MDFH5HY,Pas de carte graphique intégrée,"Comme tous les modèles qui se terminent par F, ce processeur n'a pas de carte graphique.A vous de voir ce que vous voulez..."
60,R3KA2EKIXPT9OP,Italy,4,B09MDFH5HY,Ottimo ma occhio alle temperature se usate la ventola fornita in stock.,"Questo processore, senza scheda video integrata ne possibilità di overclock, è un’ottima scelta per chi cerca buone prestazioni sia per un uso lavorativo che in ambito gaming.L’ho acquistato per assemblarlo nel pc su cui uso maggiormente programmi come Ligthroom ecce e ne sono rimasto molto soddisfatto. Sono soddisfatto anche delle sue prestazioni in gaming dove mi permette di giocare in QHD, ovviamente con scheda video dedicata, a giochi AAA come Cyberpunk 2077.Il processore è veloce ed affidabile, non ho riscontrato nessun problema a distanza di quasi un anno ne di prestazioni ne, dopo aver montato un buon dissipatore after market, di temperature.A proposito di temperature, unica pecca, montando il dissipatore in stock le temperature, anche con scarso carico, si attestavano sui 70 gradi. Si è costretti a prendere un dissipatore after market.Il prezzo è molto competitivo rispetto ad altri processori della stessa fascia di prezzo anche oggi che è uscita la 14 generazione, se dovete fare una configurazione budget direi che è un'ottima scelta."
61,R1GJY4NFU67PU0,France,4,B09MDFH5HY,Boîte légèrement abîmée,"La livraison s'est bien déroulée, dans les temps, mais la boîte en carton était légèrement abîmée sur les coins. Le processeur en lui même est excellent, très bon rapport qualité/prix. Très satisfait"
62,R2SVM9Z6JEG23Y,Italy,4,B09MDFH5HY,Niente male!,"Processore niente male, arrivato velocemente con un ottimo imballaggio."
63,R1SSCQSPUCB6W8,Brazil,4,B09MDFH5HY,Podia ser embalado melhor,"Chegou rápido e está funcionando porém veio muito mal embalado, fiquei com medo de estar danificado."
64,R2V9LKLV13W2NU,France,4,B09MDFH5HY,Bon Processeur,Bon processeur
65,R1KZKHO6IZ0BYE,France,5,B09MDGKQLY,RAS,Très bon CPU
66,R33BPV858MZR61,France,5,B09MDGKQLY,L'echange est très important on peut choisir un matériel qui sur catalogue parait convenir,BonjourLe microprocesseur intel I3 fonctionne très bien mais il n'est pas compatible ave la carte mère azus Z790-Pc'est la seule raison du retour effectivement il a fait l'objet d'un retour mais je vous est expédié déjà le premier processeur avec le ventilateur. remboursement de celui-ci me permettra d'acheter un processeur compatible.Je vous remercie.
67,RMXQ7J0LHSKGI,France,5,B09MDGKQLY,Très bon,Pour une centaine d'euros probablement l'un des meilleurs rapport qualité-prix à l'heure actuelle.
68,R15Z66YBCX6FUC,France,5,B09MDGKQLY,Petit budget,Produit parfait pr commencer un setup
69,RUNATX8TKDK2V,Brazil,5,B09MDGKQLY,Perfeito,"Muito bom, super recomendo"
70,R3FG1H5N2MEF3D,France,5,B09MDGKQLY,Processeur,Bien
71,R1BYPCOAE2UIE7,Italy,5,B09MDGKQLY,Ottimo,"Gran bel processore entry level, poco energivoro ma comunque buone prestazioni"
72,R37KYA73VLJGDX,Brazil,5,B09MDGKQLY,"Funcionando, entregue no prazo, bom prazo de entrega. Muito feliz, obrigado.","Achar um fornecedor com prazo de entrega curto, muito bom."
73,R12M2NEK3LZ0GI,France,5,B09MDGKQLY,Fabuleux,"Ce processeur propose un rapport prix / performance incroyable. Il est aussi puissant que mon ancien 11700KF en simple coeur, et 20% plus lent seulement en multi-coeurs ! J'obtienais 2236/10151 avant (SC/MC) et maintenant 2231/8153 sur Geekbench 6. J'ai été très étonné, à l'usage je n'ai presque pas vu la différence en passant du 11700KF/Z590 au 12100F/Z790, excepté pour les travaux multi-tâches professionnels lourds. A ce prix là c'est vraiment impressionnant."
74,R3ODEMSMVQXZFQ,Italy,5,B09MDGKQLY,Excelente,Velocità ecepcionale
75,R3JBF6PQVABJDU,Canada,3,B09NMPD8V2,Does not support ECC,"This is a decent value 12th gen CPU, but keep in mind when Intel said they would allow ECC on all 12th gen parts on a W680 board they specifically exclude the 12400. You have to go to something like a 12100 or 12500 for that functionality."
76,R33KFF73QBHG99,United States,3,B09NMPD8V2,No viene completo ni en caja,"Me vino el procesador sólo, no venia en caja ni tampoco traía su disipador, no me gustó ese motivo"
77,R325BOC1MS6KB5,United States,3,B09NMPD8V2,There are better options,"The cpu itself is not an issue, however it is locked which makes it hard to work with when it doesn’t know if it needs to be fully utilized"
78,R3SGLE3ZG03Q1,Canada,3,B09NMPD8V2,Dust and hair on the thermal paste that was on the heatsink.,Fast shipping as usual. The whole package seems fine but seems opened before since there were hair/dust on the paste. I had to clean off the stock paste. Lucky me I had a thermal paste on hand and really needed to use it or I would have returned it. Very disappointed on a 250$ purchase on a cpu. Not gonna buy something important again.
79,R1T890U4K274HM,Japan,3,B09NMPD8V2,問題なく動作中,アウトレットに安く出ていて購入。問題なく動作しています。
80,R3KT3MFB55B7M9,Japan,3,B09NMPD8V2,中身はまぁまぁ。ただ配送方法がね…,8世代、10世代から比べるとワタシ的な使用では現状十分な性能を持っているので買ってよかったかな。発売当初より高値になったがまだコスパ的には13世代より良い気もする。っていうか13世代が高すぎる…。ただ配送に関しては多少の不満も。cpuのような精密機器を相変わらずの薄い紙袋で送るのは是非考え直して頂きたい。当然だがcpuの箱の四隅はボロボロで届いた。。
81,R24UL3BCDPEINT,India,3,B09MDFH5HY,Overprice now. Try to buy it under 15k only,Caution : Price 18k is Overprice now. Please buy it under 15k only otherwise check some other applications/sites for better price.
82,R2UXEXN2C90X0W,Italy,3,B09MDFH5HY,Scalda un po' con dissipatore stock,Arrivato anche dissipatore rotto
83,R2MK3PPUJOLCCJ,United Kingdom,3,B09MDFH5HY,Amazing CPU but not the fan....,"The CPU is perfect and amazing im not going to lie about that and it works as it was expected and even higher then that, in Fortnite i went from 110fps to 312fps and that REALLY SHOCKED ME because thats a big jump and it is Amazing how GOOD this CPU is so i am Really Happy about it but the reason i did not give it 5 starts is due to when it arrived at my house and i unboxed it, 1 prepeller of my CPU Fan was broken and i tried contacting but i coulnt not fix the issue so i have to live with 1 part of the Fan missing and due to that it makes alot of sound when it speeds up so i have to buy a PU Fan septuratly, so not very happy on that end but a Very Good CPU in general and dont leave it just because you read this review lol im just unlucky the CPU is REALLY GOOD trust me."
84,R16E4N4VJN61YU,United Kingdom,3,B09MDFH5HY,Do NOT use the stock cooler!,"This is a pretty powerful, modern Intel processor which I bought when replacing my gaming PC.On this front, me and Intel agree and are friends, it was in fact a powerful enough processor for most forms of gaming, which was easy to install.However, do NOT use the stock cooler that comes with this thing!If you just want to run your average PC game (FF14, Halo, etc) then you'll find it is strong enough to handle that without breaking a sweat.However, if you are intending to do video or photo editing, or God forbid emulation, then you'll find yourself with the loudest, most ineffective fan I have ever had the misfortune of witnessing.When I fast forward games in PCSX2, it can reach 90C which is 30 above what my previous computer's stock cooler would keep it locked at under any circumstances.I would tell you how hot it got trying to run RPCS3 but I immediately went for Task Manager to close the application after I saw it hit 100C!TL;DR: If you intend to use more than 30% of this processor's true capability, you cannot just use the cooler that comes with it.Extremely disappointing, and I'm kicking myself for not researching this more thoroughly, as I had erroneously thought from past experience that it could handle basic tasks without sounding like a helicopter taking off."
85,R3JAKJV4CWB5YK,Italy,3,B09MDFH5HY,"Buon processore, pessimo dissipatore","Non mi capacito di come un’azienda tanto seria quanto Intel possa fornire insieme ad un processore pagato non poco, un dissipatore di scarsissima qualità. Le viti di montaggio sono difettose, non si avvitano causando il collasso del dissipatore e la scorretta dissipazione del calore. Sconsiglio vivamente di usare in combo il dissipatore fornito, tanto vale vendere solo i processori, senza questa presa in giro."
86,RNMRRMTNR9AHC,Brazil,3,B09MDFH5HY,"Bom, Cumpre o seu papel","Comprei pensando em trocar futuramente por um 14600k, quando ficar mais barato, já que a intel permite esse upgrade."
87,R22C9HGPWNGDTS,Germany,3,B09MDFH5HY,Sehr gutes Preisleistungsverhältniss,Top
88,R3D85L3FQBMDXK,France,3,B09MDFH5HY,Inadmissible dans une simple enveloppe en papier,"très bon produit rapport qualité prix a l'heure actuelle mais je tiens a souligné que Amazon envoi ce type de produits fragiles et coûteux dans une simple enveloppe en papier et sans protection même pas de papier bulle ou je sais quoi a l'intérieur Inadmissible résultat le ventilateur inclus avec, un des 4 embout a enfoncer dans la carte mère est endommagé heureusement que je l'utilise pas car j'en ai un plus performant mais mise en garde pour ce qui n'en possède pas je ne critique pas le pauvre livreur qui était sympathique mais la gestion de la préparation de la commande"
89,R23Z7ZJAAPKR63,Germany,3,B09MDFH5HY,Siegel beschädigt,Siegel beschädigt!
90,R1JQ7WE5OUJ45T,Italy,3,B09MDFH5HY,bene ma non benissimo,ventola rotta
91,R3BORTBKB51RLR,Italy,5,B09MDJDSGH,Ottimo processore,"Processore ottimo, nessun tipo di rumore. Arrivato in un ottima confezione con dissipatore ad aria. Rapporto qualità prezzo ottimo."
92,R3CE6E8J6MDGFM,Italy,5,B09MDJDSGH,Molto soddisfatto,Ottimo
93,R1RMOZN88AGZCY,United Kingdom,5,B09MDJDSGH,12700 non k,"Paired this with 32gb corsair dominator DDR5 @5800mhz , asus prime A , and a 3070ti on windows 11 and I'm having a really smooth experience. Games run flawlessly and much smoother than my 10900k, went into Bios and unlocked the 65w limit and away you go. The cpu stays cool (under lian li galahad 240). Really can't fault it in anyway."
94,RRJ5VC5D2UGD5,Italy,5,B09MDJDSGH,Mamma mia che procio,"Passato da un 12500 comunque ottimo qui siamo comunque su un altro livello. Una velocità di esecuzione aumentata almeno di un 50 per cento, per soli 50 euro di differenza ho preferito di gran lunga questo a un 12600k non interessandomi il discorso overclock. Abbinato a un liquido Msi Coreliquid 240 v2 le temperature in idle sono di circa 23 gradi e sotto sforzo non arrivano ai 50 grazie al suo bassissimo tdp. Miglior processore rapporto qualità prezzo per quel che mi riguarda."
95,R3DX5XUP2ATFUU,France,5,B09MDJDSGH,Puissance...,"Super processeur, très puissant, ne chauffe pas même avec le ventilo Intel fourni. Commandé le dimanche reçu le mardi.... Que du bonheur il se balade dans tous les jeux."
96,R3JUBMPR6H7POY,Japan,5,B09MDJDSGH,このintel のcpuは素晴らしい,最近はryzen cpuを使用していたが、ベンチマーク等をみて、今まで使用しているintel cpu をこれに変えてみた。使用感は本当にいいcpuだと思います。windowsの起動の速さだけでも直ぐにその良さが体感できました。
97,R3H2R4W2UV7ASE,Germany,5,B09MDJDSGH,"Nice processor, but needs an external cooler","I have had this CPU for a few weeks now, I am impressed with its performance. However, it definitely needs a a better cooler. The one provided in the box is not sufficient even for single-threaded workloads. Though I guess this is expected ..."
98,R2P3ZM2QKD1B82,Spain,5,B09MDJDSGH,Super contento,"Super contento, Siempre he tenido los i7 K y me esperaba un peor rendimiento por que venia de un i7 9700k pero me ha sorprendido con sus 65w, sinceramente su poca carga de trabajo que usa con juegos en todo al MAX como elden ring que no pasa de 15% de carga y unos 35/40ºgrados con una refigeracion liquida cerrada es una bestia, y haciendo benchmark exprimiendo al max la cpu al 100% de carga no pasa de 60ºgrados es una bestia la verdad no me iria a la version K por 100€ mas no merece la pena nada va a usar ese procesador con las aplicaciones o juegos actuales"
99,R2OQOUX3TP3GVB,Germany,5,B09MDJDSGH,Unfassbare Performance - Preis/Leistung überragend,"Was Intel in der 12. Prozessorgeneration abliefert, ist fast unglaublich. Nachdem AMD in den letzten Jahren die Intel-Konkurrenz gnadenlos abgehängt hat, hat sich die Situation jetzt vollkommen geändert.Der i7-12700 (aktuell boxed ca. 350€) liefert sich ein Duell auf Augenhöhe mit dem AMD R9-5900X (aktuell boxed ca. 460€).Für die Technik-Enthusiasten kurz ein paar selbst ermittelte Cinebench-Werte (R23):R9-5900X: Single-Core 1581 Punkte / Multi-Core 22126 Punktei7-12700:  Single-Core 1902 Punkte / Multi-Core 22069 PunkteBeide Systeme laufen mit 32GB DDR4-3200-Speicher (CL16, 1.35V XMP-Profil), die CPUs ohne jegliche Übertaktung. Chipsatz Intel: B660, Chipsatz AMD: B550=> Klare Kaufempfehlung!"
100,R3ED4CKLJH35NP,France,5,B09MDJDSGH,Puissant et sobre.,CPU quasiment aussi puissant que modèle K (entre 2 et 5% de différence)  et plus facile à gérer thermiquement car 2 fois plus sobre en consommation électrique.
101,RLLVX64LGNCQY,Italy,5,B09MDGKQLY,Best buy 2022,"Il processore più economico del 2022, ma che si comporta benissimo in game, l'ho associato con una RTX 3060 Ti e non mi posso lamentare.. i 240 fps per i monitor a 240hz li supera e li mantiene in modo eccellente."
102,ROPK4C8C8YU6D,United Kingdom,5,B09MDGKQLY,Bloody amazing,10/10 buy now !!!!
103,R8E1KZNMJFWHN,Italy,5,B09MDGKQLY,Ottimo articolo,Ottimo articolo
104,RHQZS6CNZT5OV,Italy,5,B09MDGKQLY,Ottimo per un utilizzo quotidiano leggero,"Dissipatore fornito molto silenzioso. Performance adatte ad un utilizzo da ufficio, o gaming e produzione leggeri"
105,RCYA93WZ1QB87,Germany,5,B09MDGKQLY,Mega guter Prozessor für 1080p Gaming - Zugreifen -,"Dieser Prozessor bietet exzellente Gaming Performance für sehr wenig Geld - der 12100F hat sogar eine höhere Singlethread Leistung als ein AMD Ryzen 3700X, und das ist angesichts des geringen Preises brachial gut (siehe Screenshot) - den mit ner RTX 3050 oder 6500 XT gepaart und man hat ein top Budget Gaming System für den schmalen Taler mit sehr viel Leistung für 1080p Gaming.Da kann ich nur raten: Zugreifen solange er noch günstig ist !"
106,R38X8K72M3CDB,France,5,B09MDGKQLY,Rien a redire,Juste ventirade à changer
107,R3GM6S4TH67G2R,France,5,B09MDGKQLY,Performances etonnantes !,"J’ai acheté ce CPU pour renouveler mon PC de bureau, à vocation multimédia et jeux genre Diablo ou Starcraft .Et bien … quelle ne fut pas ma surprise quand j’ai vu qu’il était aussi rapide en jeux que le 3700x de mon simulateur de pilotage ! Une vraie fusée pour un prix ridicule."
108,R2CS4VEHT841FX,Spain,5,B09MDGKQLY,potencia bruta por tan poco,"Siendo i3, se mea a otras generaciones anteriores debido a su alto IPC, y en juegos se nota. Rinde como un 10400, en juegos que pida mucho ipc, esta por encima de este.Tiene un precio bajo por el rendimiento que tiene pero tiene algo malo : las placas, son caras hasta la mas mierd*.De todos modos, lo recomiendo. la verdad. Si intel baja el precio de las placas, lo petan."
109,R29ICS078KSMMJ,Mexico,5,B09MDGKQLY,Funciona muy bien,Jala muy bien el procesador
110,R1ZHMKUA89OHZE,Germany,5,B09MDGKQLY,Schneller als ein 10400f,"Wenn die 4 Kerne reichen + dem Hyperthreading ist es schneller als ein 6 Kerner der vorletzten Generation.Speicherunterstützung ist Top und sparsam ist er obendrein.Guter 4 Kerner, Preis noch etwas hoch jetzt am Anfang, aber das Pendelt sich ein.Beiligender Kühler ist absolut ausreichen und nicht zu hören.Alles Bestens"
111,RXQMBMEZ58X2G,Italy,5,B09MDJDSGH,è sempre lui,i7 è sempre i7
112,R3MQMPHGDF2JX7,Germany,5,B09MDJDSGH,Wenig Stromverbrauch,Beste Entscheidung für Virtualisierung.
113,RJ5J629WPCPCT,Italy,5,B09MDJDSGH,magnifico,"consegna puntuale,imballaggio perfetto e corriere affidabile,ora aspetto il tecnico che monta gli accessori pc"
114,R2P6XM2WIS2D6J,Italy,5,B09MDJDSGH,CPU I7 12700,OTTIMO PROCESSORE VELOCISSIMO
115,R1YC9T0K6NKO8V,Italy,5,B09MDJDSGH,Eccezionale,Ho ricevuto il prodotto prima del previsto ed è tutto eccezionale! Consiglio l'acquisto.
